Etablissement,Année,Ville,Académie,Secteur Public/Prive,Taux Brut de Réussite série L,Taux Brut de Réussite série ES,Taux Brut de Réussite série S,Taux Réussite Attendu France série L,Taux Réussite Attendu France série ES,Taux Réussite Attendu France série S
LYCEE HOCHE,2018,VERSAILLES,VERSAILLES,PU,,100,100,,99,99
LYCEE SONIA DELAUNAY (GENERAL ET TECHNO.),2018,VILLEPREUX,VERSAILLES,PU,97,92,91,93,92,95
LYCEE PIERRE MENDES FRANCE (GENERAL ET TECHNO.),2017,RENNES,RENNES,PU,100,100,100,,98,96
LYCEE VICTOR ET HELENE BASCH,2017,RENNES,RENNES,PU,94,94,94,96,97,96
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),2017,ROUEN,ROUEN,PU,,,91,,,92
LYCEE CAMILLE SAINT-SAENS,2017,ROUEN,ROUEN,PU,100,83,93,95,95,97
LYCEE LOUIS COUFFIGNAL (GENERAL ET TECHNO.),2017,STRASBOURG,STRASBOURG,PU,,,89,,,93
LYCEE GABRIEL FAURE,2017,FOIX,TOULOUSE,PU,92,92,92,93,91,92
LYCEE VINCENT AURIOL,2017,REVEL,TOULOUSE,PU,85,93,94,92,92,95
LYCEE LOUIS RASCOL,2017,ALBI,TOULOUSE,PU,91,80,89,94,90,93
LYCEE JEAN PIERRE TIMBAUD (GENERAL ET TECHNO.),2017,BRETIGNY SUR ORGE,VERSAILLES,PU,92,89,85,91,86,92
LYCEE SAINT PIERRE,2017,BRUNOY,VERSAILLES,PR,100,99,99,98,98,98
LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.),2017,COURCOURONNES,VERSAILLES,PU,82,87,87,83,76,73
LYCEE SAINTE MARIE LA CROIX,2017,ANTONY,VERSAILLES,PR,100,100,100,97,97,98
LYCEE GUSTAVE MONOD (GENERAL ET TECHNO.),2017,ENGHIEN LES BAINS,VERSAILLES,PU,88,72,89,88,82,88
LYCEE DE LA TOURELLE (GENERAL ET TECHNO.),2017,SARCELLES,VERSAILLES,PU,,71,73,,67,61
LYCEE TORAT EMET,2017,SARCELLES,VERSAILLES,PR,,100,100,,89,92
LYCEE O R T (GENERAL ET TECHNO.),2017,VILLIERS LE BEL,VERSAILLES,PR,,96,96,,91,95
LYCEE CONDORCET (GENERAL ET TECHNO.),2017,LIMAY,VERSAILLES,PU,95,73,83,89,90,91
LYCEE EMILIE DE BRETEUIL (GENERAL ET TECHNO.),2017,MONTIGNY LE BRETONNEUX,VERSAILLES,PU,100,90,95,96,90,94
LYCEE LE CORBUSIER,2017,POISSY,VERSAILLES,PU,76,91,87,91,93,89
LYCEE ST LOUIS - STE MARIE,2018,GIGNAC LA NERTHE,AIX-MARSEILLE,PR,100,98,99,96,95,98
LYCEE MELIZAN,2018,MARSEILLE 11,AIX-MARSEILLE,PR,100,98,100,99,97,97
LYCEE PIERRE MENDES FRANCE (GENERAL ET TECHNO.),2018,VITROLLES,AIX-MARSEILLE,PU,92,93,86,89,88,92
LYCEE ST JOSEPH,2018,GAP,AIX-MARSEILLE,PR,,100,96,,94,92
LYCEE ST JOSEPH,2018,AVIGNON,AIX-MARSEILLE,PR,100,93,93,97,95,95
LYCEE BLANCHE DE CASTILLE,2016,VILLEMOMBLE,CRETEIL,PR,100,98,99,97,97,97
LYCEE JEAN MONNET (GENERAL ET TECHNO.),2016,LA QUEUE LES YVELINES,VERSAILLES,PU,95,92,88,95,95,96
LYCEE MANSART,2016,ST CYR L ECOLE,VERSAILLES,PU,95,92,87,92,94,93
LYCEE SAINT CHARLES,2016,ATHIS MONS,VERSAILLES,PR,100,100,100,95,95,96
LYCEE L'ESSOURIAU (GENERAL ET TECHNO.),2016,LES ULIS,VERSAILLES,PU,88,96,94,91,92,90
LYCEE JEAN JAURES (GENERAL ET TECHNO.),2016,CHATENAY MALABRY,VERSAILLES,PU,,,57,,,
LYCEE MONTESQUIEU (GENERAL ET TECHNO.),2016,LE PLESSIS ROBINSON,VERSAILLES,PU,88,80,60,90,85,77
LYCEE JEANNE D ARC,2016,MONTROUGE,VERSAILLES,PR,,89,93,,95,96
LYCEE CHARLES BAUDELAIRE (GENERAL ET TECHNO.),2016,FOSSES,VERSAILLES,PU,81,88,88,89,81,79
LYCEE LA SALLE - SAINT ROSAIRE,2016,SARCELLES,VERSAILLES,PR,92,100,92,94,96,94
LYCEE DU NORD CARAIBE (GENERAL ET TECHNO.),2016,BELLEFONTAINE,MARTINIQUE,PU,87,92,100,90,85,93
LYCEE LA JETEE (GENERAL ET TECHNO.),2016,LE FRANCOIS,MARTINIQUE,PU,86,75,62,84,75,71
LYCEE GERVILLE REACHE,2016,BASSE TERRE,GUADELOUPE,PU,98,97,96,93,93,94
LYCEE MELKIOR GARRE (GENERAL ET TECHNO.),2016,CAYENNE,GUYANE,PU,94,83,77,88,78,80
LYCEE LAMA PREVOT (GENERAL ET TECHNO.),2016,REMIRE MONTJOLY,GUYANE,PU,90,92,90,93,90,94
LYCEE EMILE ZOLA,2017,AIX EN PROVENCE,AIX-MARSEILLE,PU,92,85,91,91,89,92
LYCEE ARTHUR RIMBAUD,2017,ISTRES,AIX-MARSEILLE,PU,95,96,85,93,91,93
LYCEE HONORE ROMANE,2017,EMBRUN,AIX-MARSEILLE,PU,100,97,98,93,93,93
LYCEE CONDORCET,2017,MERU,AMIENS,PU,90,78,83,87,83,86
LYCEE NOTRE DAME,2017,BORDEAUX,BORDEAUX,PR,80,56,100,95,80,78
LYCEE GASTON CRAMPE (GENERAL ET TECHNO.),2017,AIRE SUR L ADOUR,BORDEAUX,PU,88,80,92,91,89,90
LYCEE CHARLES DE GAULLE,2017,CAEN,CAEN,PU,96,92,95,96,96,97
LYCEE VICTOR HUGO,2017,CAEN,CAEN,PU,100,88,95,95,95,96
LYCEE NAPOLEON (GENERAL ET TECHNO.),2017,L AIGLE,CAEN,PU,94,98,97,91,95,94
LYCEE PAUL CONSTANS (GENERAL ET TECHNO.),2017,MONTLUCON,CLERMONT-FERRAND,PU,,,96,,,94
LYCEE STEPHANE HESSEL,2015,VAISON LA ROMAINE,AIX-MARSEILLE,PU,100,89,100,,94,96
LYCEE SEVIGNE,2015,COMPIEGNE,AMIENS,PR,,92,,,90,
LYCEE LA MAISON FRANCAISE,2015,CUISE LA MOTTE,AMIENS,PR,100,100,,,88,
LYCEE EDOUARD BRANLY,2015,AMIENS,AMIENS,PU,,,97,,,96
LYCEE MONTALEMBERT,2015,DOULLENS,AMIENS,PR,100,94,92,95,90,89
LYCEE ALCIDE DUSOLIER (GENERAL ET TECHNO.),2015,NONTRON,BORDEAUX,PU,93,93,85,91,88,91
LYCEE MAX LINDER,2015,LIBOURNE,BORDEAUX,PU,93,91,88,91,95,92
LYCEE VICTOR DURUY,2015,MONT DE MARSAN,BORDEAUX,PU,93,83,94,94,95,95
LYCEE ST JOSEPH,2015,OLORON STE MARIE,BORDEAUX,PR,100,100,100,,,87
LYCEE JEANNE D'ARC,2015,CAEN,CAEN,PR,100,97,97,98,97,97
LYCEE MALHERBE,2015,CAEN,CAEN,PU,89,94,90,96,95,95
LYCEE SAINTE MARIE,2015,CAEN,CAEN,PR,94,93,99,97,95,97
LYCEE SAINT JEAN EUDES,2015,VIRE,CAEN,PR,75,88,100,,,
LYCEE JEANNE D ARC,2015,ARGENTAN,CAEN,PR,100,69,76,,88,90
LYCEE C. ET P. VIRLOGEUX,2015,RIOM,CLERMONT-FERRAND,PU,92,97,95,97,96,96
LYCEE BERNARD PALISSY,2015,BOISSY ST LEGER,CRETEIL,PR,63,100,93,,,92
LYCEE EUGENE DELACROIX,2015,MAISONS ALFORT,CRETEIL,PU,89,93,97,94,95,95
LYCEE JEAN-MARC BOIVIN,2015,CHEVIGNY ST SAUVEUR,DIJON,PU,88,100,96,92,96,96
LYCEE L?ON BLUM (GENERAL ET TECHNO.),2015,LE CREUSOT,DIJON,PU,100,95,93,96,93,96
LYCEE XAVIER MALLET (GENERAL ET TECHNO.),2015,LE TEIL,GRENOBLE,PU,100,100,98,93,91,90
LYCEE DU SACRE COEUR (GENERAL ET TECHNO.),2015,TOURNON SUR RHONE,GRENOBLE,PR,93,100,97,93,94,92
LYCEE EMILE LOUBET,2015,VALENCE,GRENOBLE,PU,96,98,91,93,95,95
LYCEE MONT BLANC RENE DAYVE (GENERAL ET TECHNO.),2015,PASSY,GRENOBLE,PU,83,95,95,91,94,93
LYCEE PIERRE DU TERRAIL,2015,PONTCHARRA,GRENOBLE,PU,98,96,97,95,95,97
LYCEE DE L'EDIT,2015,ST MAURICE L EXIL,GRENOBLE,PU,100,93,83,90,92,93
LYCEE FERDINAND BUISSON (GENERAL ET TECHNO.),2015,VOIRON,GRENOBLE,PU,,,95,,,96
LYCEE SAINT PAUL,2015,LILLE,LILLE,PR,94,99,100,98,98,98
LYCEE BAUDELAIRE,2015,ROUBAIX,LILLE,PU,96,94,83,87,84,85
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.),2015,CALAIS,LILLE,PU,85,79,93,91,89,94
LYCEE NOTRE DAME DES MINIMES,2015,LYON 05,LYON,PR,100,91,98,,94,95
LYCEE DU NORD CARAIBE (GENERAL ET TECHNO.),2015,BELLEFONTAINE,MARTINIQUE,PU,89,92,96,87,83,89
LYCEE CENTRE SUD,2015,DUCOS,MARTINIQUE,PU,100,100,100,94,97,94
LYCEE DE L'ESCAUT,2016,VALENCIENNES,LILLE,PU,93,81,94,91,88,94
LYCEE JAN LAVEZZARI (GENERAL ET TECHNO.),2016,BERCK,LILLE,PU,87,93,90,93,93,94
LYCEE HENRI DARRAS,2016,LIEVIN,LILLE,PU,79,94,80,87,88,90
LYCEE GERARD DE NERVAL,2016,SOISSONS,AMIENS,PU,94,90,92,94,89,94
LYCEE ARISTIDE BRIAND,2016,EVREUX,ROUEN,PU,89,87,93,93,93,94
LYCEE PIERRE CORNEILLE,2016,ROUEN,ROUEN,PU,86,95,97,96,98,98
LYCEE FRANCOIS RABELAIS,2016,ST BRIEUC,RENNES,PU,88,86,96,94,94,95
LYCEE DE L'HARTELOIRE,2016,BREST,RENNES,PU,85,93,97,94,97,97
LYCEE ST SEBASTIEN,2016,LANDERNEAU,RENNES,PR,100,100,98,,95,95
LYCEE EMILE ZOLA,2016,RENNES,RENNES,PU,98,89,95,96,96,97
INSTITUTION ST MALO-PROVIDENCE,2016,ST MALO,RENNES,PR,97,99,98,97,97,97
LYCEE ST FRANCOIS-XAVIER,2016,VANNES,RENNES,PR,100,98,99,97,97,97
LYCEE GALILEE,2016,GUERANDE,NANTES,PU,97,92,92,94,92,95
LYCEE ALBERT CAMUS,2016,NANTES,NANTES,PU,92,86,80,92,91,91
LYCEE BOURG CHEVREAU (GENERAL ET TECHNO.),2016,SEGRE,NANTES,PR,100,100,95,98,98,95
LYCEE NOTRE DAME,2016,LE MANS,NANTES,PR,97,98,95,97,97,96
LYCEE GEORGES CLEMENCEAU,2016,CHANTONNAY,NANTES,PU,100,88,86,92,92,86
LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.),2016,FONTENAY LE COMTE,NANTES,PU,81,96,95,93,96,95
LYCEE JEAN MONNET (GENERAL ET TECHNO.),2016,LES HERBIERS,NANTES,PU,88,98,100,93,95,95
LYCEE STE MARIE DU PORT (GENERAL ET TECHNO.),2016,LES SABLES D OLONNE,NANTES,PR,100,95,97,95,95,95
LYCEE ND DE LA TOURTELIERE,2016,POUZAUGES,NANTES,PR,95,100,98,90,94,93
LYCEE STE MARTHE - ST FRONT,2016,BERGERAC,BORDEAUX,PR,91,83,91,94,88,93
LYCEE LEONCE VIELJEUX,2016,LA ROCHELLE,POITIERS,PU,,85,96,,94,96
CITE SCOLAIRE JEAN MOULIN,2016,THOUARS,POITIERS,PU,88,96,98,95,92,96
LYCEE GUY CHAUVET,2016,LOUDUN,POITIERS,PU,100,100,86,96,97,94
LYCEE DHUODA,2016,NIMES,MONTPELLIER,PU,,,88,,,90
LYCEE RENE GOSSE,2016,CLERMONT L HERAULT,MONTPELLIER,PU,95,92,92,92,92,87
LYCEE SAINT PIERRE-SAINT PAUL (GENERAL ET TECHNO.),2016,LANGOGNE,MONTPELLIER,PR,,88,95,,,93
LYCEE EDMOND ROSTAND,2016,BAGNERES DE LUCHON,TOULOUSE,PU,100,86,100,,89,90
LYCEE BELLEVUE (GENERAL ET TECHNO.),2016,TOULOUSE,TOULOUSE,PU,95,91,95,96,95,96
LYCEE SAINT-JOSEPH - LA SALLE,2016,TOULOUSE,TOULOUSE,PR,100,100,100,99,98,99
LYCEE D'AMBOISE,2016,ALBI,TOULOUSE,PR,100,100,92,95,98,96
LYCEE BORDE BASSE,2016,CASTRES,TOULOUSE,PU,93,92,92,92,94,95
LYCEE MARGUERITE DE NAVARRE,2016,BOURGES,ORLEANS-TOURS,PU,88,94,95,95,95,96
LYCEE JEAN MOULIN,2016,ST AMAND MONTROND,ORLEANS-TOURS,PU,95,90,86,95,91,91
LYCEE DESCARTES,2016,TOURS,ORLEANS-TOURS,PU,100,96,98,97,97,98
LYCEE AUGUSTIN THIERRY (GENERAL ET TECHNO.),2016,BLOIS,ORLEANS-TOURS,PU,95,89,91,91,93,94
LYCEE SACRE COEUR,2018,PERONNE,AMIENS,PR,,92,94,,90,94
LYCEE NOTRE DAME SAINT JEAN,2018,BESANCON,BESANCON,PR,100,98,95,95,98,96
LYCEE ALCIDE DUSOLIER (GENERAL ET TECHNO.),2018,NONTRON,BORDEAUX,PU,100,100,92,86,89,92
LYCEE STE MARIE BASTIDE,2018,BORDEAUX,BORDEAUX,PR,100,99,100,97,98,97
LYCEE MEZERAY-GABRIEL (GENERAL ET TECHNO.),2018,ARGENTAN,CAEN,PU,93,92,91,94,93,94
LYCEE GERARD DE NERVAL (GENERAL ET TECHNO.),2018,NOISIEL,CRETEIL,PU,100,88,89,90,89,88
LYCEE CHARLES LE CHAUVE,2018,ROISSY EN BRIE,CRETEIL,PU,100,88,89,91,88,91
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.),2018,TREMBLAY EN FRANCE,CRETEIL,PU,70,88,78,81,72,78
LYCEE FRANCOIS 1ER,2014,LE HAVRE,ROUEN,PU,96,87,90,91,89,95
LYCEE MARC BLOCH,2014,BISCHHEIM,STRASBOURG,PU,93,88,89,91,87,94
LYCEE GEORGES IMBERT (GENERAL ET TECHNO.),2014,SARRE UNION,STRASBOURG,PU,72,88,94,94,94,92
LYCEE GENERAL LECLERC,2014,SAVERNE,STRASBOURG,PU,100,100,94,95,94,96
LYCEE AMELIE ZURCHER (GENERAL ET TECHNO.),2014,WITTELSHEIM,STRASBOURG,PU,80,73,82,82,72,83
LYCEE LOUIS VICAT (GENERAL ET TECHNO.),2014,SOUILLAC,TOULOUSE,PU,,75,100,,95,98
LYCEE JEAN JAURES,2014,CARMAUX,TOULOUSE,PU,100,100,100,,90,94
LYCEE SAINT LEON (GENERAL ET TECHNO.),2014,CORBEIL ESSONNES,VERSAILLES,PR,,96,100,,97,96
LYCEE MAURICE ELIOT,2014,EPINAY SOUS SENART,VERSAILLES,PU,89,84,83,87,74,87
LYCEE GASPARD MONGE (GENERAL ET TECHNO.),2014,SAVIGNY SUR ORGE,VERSAILLES,PU,,78,77,,82,76
LYCEE ALBERT CAMUS,2014,BOIS COLOMBES,VERSAILLES,PU,96,92,95,95,95,96
LYCEE JEAN JAURES (GENERAL ET TECHNO.),2014,CHATENAY MALABRY,VERSAILLES,PU,,,50,,,59
LYCEE PAUL LAPIE,2014,COURBEVOIE,VERSAILLES,PU,91,87,85,93,92,95
LYCEE JEAN-PIERRE VERNANT,2014,SEVRES,VERSAILLES,PU,88,93,93,96,97,97
LYCEE FRANCOIS VILLON,2014,LES MUREAUX,VERSAILLES,PU,95,98,88,86,91,84
LYCEE AUGUSTE ET LOUIS LUMIERE (GENERAL ET TECHNO.),2015,LA CIOTAT,AIX-MARSEILLE,PU,86,85,92,88,88,93
LYCEE ORT LEON BRAMSON,2015,MARSEILLE 10,AIX-MARSEILLE,PR,,79,94,,86,80
LYCEE ALPHONSE BENOIT (GENERAL ET TECHNO.),2015,L ISLE SUR LA SORGUE,AIX-MARSEILLE,PU,79,91,96,94,93,94
LYCEE ALAIN COLAS,2018,NEVERS,DIJON,PU,95,,90,94,,92
LYCEE HENRI PARRIAT,2018,MONTCEAU LES MINES,DIJON,PU,89,87,90,90,90,91
LYCEE ANNA DE NOAILLES (GENERAL ET TECHNO.),2018,EVIAN LES BAINS,GRENOBLE,PU,97,92,90,93,94,94
LYCEE MME DE STAEL,2018,ST JULIEN EN GENEVOIS,GRENOBLE,PU,93,94,96,96,95,95
LYCEE AMBROISE CROIZAT (GENERAL ET TECHNO.),2018,MOUTIERS TARENTAISE,GRENOBLE,PU,100,97,96,95,96,96
LYCEE MARIE CURIE (GENERAL ET TECHNO.),2018,ST BENOIT,LA REUNION,PU,94,85,95,92,90,92
LYCEE JULES MOUSSERON,2018,DENAIN,LILLE,PU,94,,69,86,,72
LYCEE DU HAINAUT,2018,VALENCIENNES,LILLE,PU,,,85,,,86
LYCEE HENRI DARRAS,2018,LIEVIN,LILLE,PU,78,91,88,89,92,90
LYCEE BLAISE PASCAL,2018,LONGUENESSE,LILLE,PU,,,98,,,95
LYCEE RAOUL DAUTRY,2018,LIMOGES,LIMOGES,PU,,93,84,,90,92
LYCEE L'ASTREE,2018,BOEN SUR LIGNON,LYON,PU,93,92,93,95,95,91
LYCEE ROSA PARKS,2018,NEUVILLE SUR SAONE,LYON,PU,72,88,92,91,95,96
LYCEE DES CHASSAGNES,2018,OULLINS,LYON,PR,,100,93,,91,88
LYCEE BEAUREGARD,2016,MONTBRISON,LYON,PU,92,92,96,97,97,95
LYCEE AIGUERANDE (GENERAL ET TECHNO.),2016,BELLEVILLE,LYON,PU,87,93,94,95,94,94
LYCEE SAINT LOUIS-SAINT BRUNO,2016,LYON 01,LYON,PR,100,90,90,97,94,89
LYCEE CHARLES DE FOUCAULD,2016,LYON 03,LYON,PR,100,100,100,98,99,98
LYCEE RENE CASSIN,2016,TARARE,LYON,PU,80,98,96,94,94,94
LYCEE MARCEL SEMBAT,2016,VENISSIEUX,LYON,PU,,77,72,,83,80
LYCEE ST J-B DE LA SALLE,2016,REIMS,REIMS,PR,,,81,,,87
LYCEE ALPHONSE HEINRICH-NESSEL (GENERAL ET TECHNO.),2016,HAGUENAU,STRASBOURG,PU,,100,97,,97,97
LYCEE MARCEL RUDLOFF (GENERAL ET TECHNO.),2016,STRASBOURG,STRASBOURG,PU,90,91,94,86,92,95
LYCEE HENRI MATISSE,2012,CUGNAUX,TOULOUSE,PU,97,89,96,92,92,97
LYCEE PIERRE DE FERMAT,2012,TOULOUSE CEDEX,TOULOUSE,PU,100,99,98,98,98,98
LYCEE VALLEE DE CHEVREUSE,2012,GIF SUR YVETTE CEDEX,VERSAILLES,PU,82,94,94,96,96,98
LYCEE CAMILLE CLAUDEL,2012,PALAISEAU,VERSAILLES,PU,95,96,97,93,96,95
LYCEE GASPARD MONGE,2012,SAVIGNY SUR ORGE,VERSAILLES,PU,,78,78,,83,78
LYCEE HOCHE,2012,VERSAILLES,VERSAILLES,PU,,99,100,,99,99
LYCEE ST JEAN ET HULST,2012,VERSAILLES,VERSAILLES,PR,100,100,100,98,99,99
LYCEE ARTHUR RIMBAUD,2013,ISTRES,AIX-MARSEILLE,PU,95,94,91,92,92,93
LYCEE GEORGES DUBY,2013,LUYNES,AIX-MARSEILLE,PU,96,93,95,97,97,97
LYCEE PHILIPPE DE GIRARD,2013,AVIGNON,AIX-MARSEILLE,PU,100,92,76,97,92,87
LYCEE VAISON LA ROMAINE,2013,VAISON LA ROMAINE,AIX-MARSEILLE,PU,75,92,95,93,91,97
LYCEE VIETTE (GENERAL ET TECHNO.),2013,MONTBELIARD,BESANCON,PU,,,95,,,94
LYCEE CHARLES NODIER,2013,DOLE,BESANCON,PU,100,100,94,93,96,95
LYCEE JACQUES DUHAMEL (GENERAL ET TECHNO.),2013,DOLE,BESANCON,PU,,100,88,,92,84
LYCEE STE MARTHE - ST FRONT,2013,BERGERAC,BORDEAUX,PR,95,84,90,86,81,87
LYCEE GIRAUT DE BORNEIL,2013,EXCIDEUIL,BORDEAUX,PU,,92,72,,87,89
LYCEE PRE DE CORDY,2013,SARLAT LA CANEDA,BORDEAUX,PU,92,87,92,94,95,94
LYCEE JAUFRE RUDEL,2013,BLAYE,BORDEAUX,PU,90,85,92,91,95,92
LYCEE FRANCOIS MAURIAC,2013,BORDEAUX,BORDEAUX,PU,88,83,86,91,88,93
LYCEE LES IRIS (GENERAL ET TECHNO.),2013,LORMONT,BORDEAUX,PU,,,92,,,91
LYCEE ST CAPRAIS,2013,AGEN,BORDEAUX,PR,95,100,90,94,95,95
LYCEE CHARLES TELLIER (GENERAL ET TECHNO.),2013,CONDE SUR NOIREAU,CAEN,PU,85,90,97,90,89,90
LYCEE VICTOR GRIGNARD,2013,CHERBOURG OCTEVILLE,CAEN,PU,100,99,96,95,98,97
LYCEE ROBERT DE MORTAIN (GENERAL ET TECHNO.),2013,MORTAIN,CAEN,PU,100,89,88,93,93,93
LYCEE SAINTE-LOUISE,2013,MONTLUCON,CLERMONT-FERRAND,PR,82,86,89,87,70,88
LYCEE FENELON,2013,CLERMONT FERRAND,CLERMONT-FERRAND,PR,100,100,100,96,98,98
LYCEE RENE DESCARTES,2013,COURNON D AUVERGNE,CLERMONT-FERRAND,PU,89,96,91,94,92,94
LYCEE RENE DESCARTES (GENERAL ET TECHNO.),2013,CHAMPS SUR MARNE,CRETEIL,PU,83,63,83,86,86,89
LYCEE HENRI MOISSAN,2013,MEAUX,CRETEIL,PU,91,97,95,94,96,95
LYCEE SAINT ASPAIS (GENERAL ET TECHNO.),2013,MELUN,CRETEIL,PR,100,100,100,98,98,98
LYCEE LES PANNEVELLES (GENERAL ET TECHNO.),2013,PROVINS,CRETEIL,PU,,,98,,,86
LYCEE THIBAUT DE CHAMPAGNE (GENERAL ET TECHNO.),2013,PROVINS,CRETEIL,PU,100,91,91,93,92,90
LYCEE LOUISE MICHEL,2013,BOBIGNY,CRETEIL,PU,82,83,91,76,71,75
LYCEE ROMAIN ROLLAND (GENERAL ET TECHNO.),2013,CLAMECY,DIJON,PU,94,92,88,90,96,87
LYCEE LEO LAGRANGE,2016,BULLY LES MINES,LILLE,PU,,96,73,,87,77
LYCEE MICRO-LYC?E ACAD?MIE D'AMIENS,2016,AMIENS,AMIENS,PU,,36,,,78,
LYCEE ARCISSE DE CAUMONT,2016,BAYEUX,CAEN,PU,,94,,,90,
LYCEE PAUL CORNU,2016,LISIEUX,CAEN,PU,,,96,,,89
LYCEE CURIE-COROT (GENERAL ET TECHNO.),2016,ST LO,CAEN,PU,,,89,,,94
LYCEE JEHAN ANGO,2016,DIEPPE,ROUEN,PU,83,82,89,91,95,95
LYCEE GUY DE MAUPASSANT,2016,FECAMP,ROUEN,PU,87,93,86,93,94,93
LYCEE SAINT JOSEPH,2016,LE HAVRE,ROUEN,PR,97,96,96,96,98,98
LYCEE GUSTAVE FLAUBERT,2016,ROUEN,ROUEN,PU,88,93,94,96,94,98
LYCEE ST CHARLES,2016,ST BRIEUC,RENNES,PR,100,96,97,99,98,98
LYCEE AMIRAL RONARC'H,2016,BREST,RENNES,PU,97,93,96,96,96,97
LYCEE ST MAGLOIRE,2016,DOL DE BRETAGNE,RENNES,PR,87,91,84,95,92,94
LYCEE ST MARTIN,2016,RENNES,RENNES,PR,100,100,100,98,98,98
LYCEE NOTRE DAME DU VOEU,2016,HENNEBONT,RENNES,PR,100,89,89,94,96,96
LYCEE JEANNE D'ARC-ST IVY,2016,PONTIVY,RENNES,PR,100,100,100,95,97,97
LYCEE AIME CESAIRE (GENERAL ET TECHNO.),2016,CLISSON,NANTES,PU,100,94,94,96,96,96
LYCEE ND DE TOUTES AIDES,2016,NANTES,NANTES,PR,100,100,97,96,98,97
LYCEE PRE DE CORDY,2016,SARLAT LA CANEDA,BORDEAUX,PU,86,94,91,92,91,93
LYCEE JAUFRE RUDEL,2016,BLAYE,BORDEAUX,PU,82,86,89,92,92,91
LYCEE DE LA MER (GENERAL ET TECHNO.),2016,GUJAN MESTRAS,BORDEAUX,PU,,,91,,,94
LYCEE DE BORDA (GENERAL ET TECHNO.),2016,DAX,BORDEAUX,PU,95,96,95,93,96,96
LYCEE NELSON MANDELA (GENERAL ET TECHNO.),2016,POITIERS,POITIERS,PU,,91,88,,96,95
LYCEE MONTALEMBERT LES MARISTES (GENERAL ET TECHNO.),2016,TOULOUSE,TOULOUSE,PR,100,94,82,93,96,92
LYCEE PIERRE DE FERMAT,2016,TOULOUSE,TOULOUSE,PU,96,100,96,98,97,98
LYCEE JEANNE D'ARC (GENERAL ET TECHNO.),2016,FIGEAC,TOULOUSE,PR,100,93,100,,90,93
LYCEE LA SERRE DE SARSAN,2016,LOURDES,TOULOUSE,PU,83,89,94,93,,95
LYCEE NOTRE-DAME DE GARAISON (GENERAL ET TECHNO.),2016,MONLEON MAGNOAC,TOULOUSE,PR,100,100,88,91,,80
LYCEE BLAISE DE VIGENERE,2016,ST POURCAIN SUR SIOULE,CLERMONT-FERRAND,PU,94,100,89,92,90,96
LYCEE DE HAUTE AUVERGNE (GENERAL ET TECHNO.),2016,ST FLOUR,CLERMONT-FERRAND,PU,91,96,94,95,95,94
LYCEE SACRE COEUR,2016,YSSINGEAUX,CLERMONT-FERRAND,PR,89,100,92,,95,92
LYCEE JACQUES DE VAUCANSON,2016,TOURS,ORLEANS-TOURS,PU,97,91,93,95,95,94
LYCEE BENJAMIN FRANKLIN (GENERAL ET TECHNO.),2016,ORLEANS,ORLEANS-TOURS,PU,72,78,81,91,91,90
LYCEE STE CROIX ST EUVERTE,2016,ORLEANS,ORLEANS-TOURS,PR,100,99,99,97,98,99
LYCEE JEAN FAVARD (GENERAL ET TECHNO.),2016,GUERET,LIMOGES,PU,,,97,,,96
LYCEE PAUL CLAUDEL,2015,LAON,AMIENS,PU,91,79,82,96,93,94
LYCEE SAINT DOMINIQUE,2015,MORTEFONTAINE,AMIENS,PR,,97,100,,98,98
LYCEE ARNAUT DANIEL,2015,RIBERAC,BORDEAUX,PU,91,91,84,91,94,90
LYCEE STE CATHERINE,2015,VILLENEUVE SUR LOT,BORDEAUX,PR,100,100,100,,94,97
LYCEE JULES DUMONT D'URVILLE (GENERAL ET TECHNO.),2015,CAEN,CAEN,PU,82,88,94,93,90,94
LYCEE ALEXIS DE TOCQUEVILLE,2015,CHERBOURG OCTEVILLE,CAEN,PU,,94,94,,96,96
LYCEE THOMAS HELYE,2015,CHERBOURG OCTEVILLE,CAEN,PR,100,94,93,98,98,98
LYCEE CHARLES ET ADRIEN DUPUY (GENERAL ET TECHNO.),2015,LE PUY EN VELAY,CLERMONT-FERRAND,PU,88,84,94,92,94,95
LYCEE ST-JACQUES DE COMPOSTELLE,2015,LE PUY EN VELAY,CLERMONT-FERRAND,PR,94,100,96,90,96,96
LYCEE FENELON,2015,CLERMONT FERRAND,CLERMONT-FERRAND,PR,100,100,100,98,99,98
LYCEE JEAN MOULIN,2015,TORCY,CRETEIL,PU,75,78,67,90,88,77
LYCEE HENRI WALLON,2015,AUBERVILLIERS,CRETEIL,PU,97,76,80,83,68,60
LYCEE SAINT BENOIST DE L'EUROPE (GENERAL ET TECHNO.),2015,BAGNOLET,CRETEIL,PR,,100,100,,,89
LYCEE GUSTAVE EIFFEL,2015,GAGNY,CRETEIL,PU,83,94,75,79,80,72
LYCEE JEAN ROSTAND (GENERAL ET TECHNO.),2015,VILLEPINTE,CRETEIL,PU,78,87,79,83,86,82
LYCEE OZAR HATORAH FILLES,2015,CRETEIL,CRETEIL,PR,,91,100,,95,98
